asin,brand,title,url,image,rating,reviewUrl,totalReviews,prices,name,rating,date,verified,title,subject,helpfulVotes,total_bill,tip,sex,offer days,day,time,size
B00K15Q2B0,Samsung,Samsung Galaxy S5 G900A 16 GB 4G LTE (Shimmery White) GSM Unlocked,https://www.amazon.com/Samsung-Galaxy-S5-Shimmery-Unlocked/dp/B00K15Q2B0,https://m.media-amazon.com/images/I/71YyAD6rHcL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00K15Q2B0,1,$159.01 ,Bo Peep,1,8/2/2009,FALSE,lousy phone,"The good news is that it has a long battery life and is lightweight. But none of that is worth anything if you cant hear the other person. I had a Samsung and a Sony before and never had this problem. The keypad is tough, requiring sledge hammer to push the keys. Bottom line: the phone is cheap, but you get what you pay for. Try Sony or Samsung, their cheapest models work better than this.",,32.68,5,Male,NO,Thur,Night,2
B00KHY09BE,Samsung,"Samsung Galaxy S5 Active, Ruby Red 16GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-S5-Active-Ruby/dp/B00KHY09BE,https://m.media-amazon.com/images/I/91m36-FM7BL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00KHY09BE,829,,AM Radio,4,12/21/2008,FALSE,Good basic phone for the money,"I needed a replacement phone, and did not want to sign up for a new contract, so I bought a Nokia 1680c at the full retail price. This phone is a good value. It rings loud & clear, and the speakerphone is easy to hear. People I'm calling say my voice is clear, though they can tell I'm on a cell phone. It has a lot of neat software features; for example, you can configure a shortcut action for the left and right softkeys, as well the Up-Down-Left-Right buttons. There is no dedicated rocker switch on the side for volume up & down; during a call, the volume is adjusted by the Left and Right buttons. The phone is constructed well, but feels too light. Battery life is very good. The screen is bright and clear. Navigating menus can be a little sluggish. The keypad is stiff, making text messaging a chore. No Bluetooth connectivity, so forget about using one of those fancy headsets. The box does include a wired earbud/microphone with integrated call answer/end button. Something that annoyed me was how it saved numbers to the address book from an incoming call; the Nokia software puts a ""+"" symbol in front of incoming call numbers. That gets saved to the address book -- for example ""+15551212121"" -- a minor thing, and something probably more useful for European phone numbers, for example. Overall, I like this phone, and will probably keep it until I someday feel the need to get a smartphone-type slab of electronics.",4,15.98,2.03,Male,YES,Thur,Night,2
B00KM10ITK,Nokia,Nokia Lumia 635 8GB Unlocked GSM 4G LTE Windows 8.1 Quad-Core Phone - Black,https://www.amazon.com/Nokia-Lumia-Unlocked-Windows-Quad-Core/dp/B00KM10ITK,https://m.media-amazon.com/images/I/61WZWpJTYmL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00KM10ITK,685,,Carlo T.,5,1/30/2017,TRUE,I love this phone,"I love this phone. Retro early 2000s kind of phone. Light and handy size. Good battery life, good signal. You need to call Tracfone customer service though, for a new sim card and to help you activate the phone (buy a prepaid card first before you call) Great back up phone for people with a smartphone, or a main phone for people who have low phone usage, and just does a couple of text messages or a couple minute calls a day.",,34.83,5.17,Female,YES,Thur,Night,4
B00L4DXRS4,Nokia,Nokia 220 RM-971 Unlocked GSM 850 / 1900 Cell Phone w/ 2MP Camera - Black,https://www.amazon.com/Nokia-220-RM-971-Unlocked-Camera/dp/B00L4DXRS4,https://m.media-amazon.com/images/I/61YnFC8Q+kL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00L4DXRS4,208,,SUNIL SARIPALLI,5,4/1/2015,TRUE,Great Phone,The best phone I have used say 10 years back and when I saw a new one wanted to have it. You cant go wrong with this phone as a basic phone.,,13.03,2,Male,YES,Thur,Night,2
B00LAEA8E8,Samsung,Samsung Galaxy S5 G900v 16GB Verizon Wireless CDMA Smartphone - Shimmery White,https://www.amazon.com/Samsung-Galaxy-Verizon-Wireless-Smartphone/dp/B00LAEA8E8,https://m.media-amazon.com/images/I/81CKMjxseIL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00LAEA8E8,610,$142.99 ,CoolGorilla,2,2/26/2015,TRUE,Early but...,Arrived a day early but SIM card registration failed and the unlock codes don't work. Consider returning it since it's defective.,,18.28,4,Male,YES,Thur,Night,2
B00LYRY2AM,Nokia,Genuine Nokia C5-03 Unlocked Touch screen Student mobile phone Support wifi Fashionable mobile phone (Blue),https://www.amazon.com/Genuine-Nokia-Unlocked-Student-Fashionable/dp/B00LYRY2AM,https://m.media-amazon.com/images/I/51pOcTfP71L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.5,https://www.amazon.com/product-reviews/B00LYRY2AM,119,$133.99 ,SLP,4,9/22/2015,FALSE,Ultra Durable,"I've had this phone for eons---at least 10 years, more like 12. My Nokia 1100 has been dropped many times where the back flies off and the battery flies out. It just keeps on working. No cracks or breaks. This thing has been dropped on cement more than once!! I just quit using it a week ago because I wasn't getting text messages sent from newer phones. It would come through as unreadable with the numbers 11001010 or something similar and I couldn't see who it was from either (if anyone knows how to remedy this, please tell me so I can go back to using this one!). This is my favorite phone. I also have a Samsung SGH-S425G and most recently added the Samsung Galaxy Stardust (all through Tracfone). The reason I like this Nokia 1100---I can text without ever looking at it because of the raised buttons. People with smart phones like to tell me that their phone has word prediction, which is when I get to tell them that this one does too! (Just gotta read the manual to see how to press the buttons once while spelling to get a list of suggested words). My smart phone takes me longer to do everything because it has too much stuff on it. With this one, I can make a call with 3 button presses, maybe 2. Not so on newer phones with more menus. If it weren't for needing to get text messages (work), I'd totally still be using this phone!!!!!",,24.71,5.85,Male,YES,Thur,Night,2
B00MWI4KKE,Motorola,"Motorola Moto X (2nd generation) XT1097 GSM Unlocked Cellphone, 16GB, Black Soft Touch",https://www.amazon.com/Motorola-Moto-generation-Unlocked-Cellphone/dp/B00MWI4KKE,https://m.media-amazon.com/images/I/81HfPVitlfL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00MWI4KKE,422,$169.00 ,GROG,5,6/6/2012,FALSE,"I still have mine, and love it.","I have had my 1100b for several (>5) years and it was a cast off from my wife who used it for a couple of years before it became mine. I plan on keeping it until it becomes unusable. The phone is simple,no camera, monochrome display and some simple games. It is very sturdy and has exceptional battery life between charges. For more details see the wikipedea article on it. I do not use my phone very much so trac phone works well for me. To put it simply: a pay as you go set up like trac phone is good if you want to HAVE a cell phone but don't plan on USING it all the time. It is a cheap way to have one availible but could get expensive if you do not manange your minutes or if you use the phone alot like some people seem to do.",,21.16,3,Male,YES,Thur,Night,2
B00N532C1E,Samsung,"Samsung Galaxy Alpha, Charcoal Black 32GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Alpha-Charcoal-Black/dp/B00N532C1E,https://m.media-amazon.com/images/I/91Je35ZEGLL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B00N532C1E,113,$339.99 ,K. R.,5,6/19/2014,FALSE,Good phone,"I'm still using one of these as my phone. It has great battery life, and works pretty much everywhere I go. The one exception is my sister's house, but then nobody's cell phone can seem to get a decent signal there. I don't text, so having something that is just a phone is perfect for me. It does have one special feature, there is an LED flashlight built into the top end of the case. That light has come in handy on a number of occasions. Personally I like the Tracfone service. I pay around $99 a year for the service and I've purchased the double-minute card so that I get twice the minutes. Minutes accumulate as you go. It's too bad they quit selling this model.",,28.97,3,Male,NO,Fri,Morning,2
B00N532DU4,Samsung,"Samsung Galaxy Mega 2, Brown Black 16GB (AT&T)",https://www.amazon.com/Samsung-Galaxy-Mega-Brown-Black/dp/B00N532DU4,https://m.media-amazon.com/images/I/81+3p0WndhL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3,https://www.amazon.com/product-reviews/B00N532DU4,103,$494.99 ,J. J. Weel,5,5/18/2012,FALSE,Sturdy simple phone with endless battery life,"I used to have a Nokia 1100. They are simplistic, indestructible and have near infinite battery life. (I often charged it like once every other week!) They are primarily made for sale in developing countries. As for Tracfone, I have no idea.",,22.49,3.5,Male,YES,Fri,Morning,2
B00NACK1DG,Samsung,Samsung Galaxy Mega 6.3 I527 16GB Unlocked GSM 4G LTE Smartphone w/ 8MP Camera - Black,https://www.amazon.com/Samsung-Galaxy-Mega-6-3-Smartphone/dp/B00NACK1DG,https://m.media-amazon.com/images/I/51g4NeNcBYL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00NACK1DG,253,,. .,1,8/9/2014,FALSE,One Star,"came with no sim card not in the box like the picture, don't waste your time with this",,5.75,1,Female,NO,Fri,Morning,2
B00NFG57CW,Nokia,"Nokia Lumia 830 GSM Smartphone, Black - AT&T - No Warranty",https://www.amazon.com/Nokia-Lumia-830-Smartphone-Black/dp/B00NFG57CW,https://m.media-amazon.com/images/I/81JM+txddtL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00NFG57CW,111,$89.95 ,S. Levy,4,12/5/2012,TRUE,"$7 for a burner, what's not to like?","I bought this solely to use as an intermediary transition step for porting my land line phone number over to Google Voice. It worked great, and the LPN had my landline number on this phone for only about four hours, so very good service. Only problem was when I went to port the second number, apparently I couldn't do it with the same SIM because the account had already been activated, then deactivated post-porting to Google Voice. However, Tracfone customer service (foreign call center), after troubleshooting on another phone call with me for 45 minutes finally agreed to send me a new SIM card (took 9 days to receive) and then I could activate again and port the 2nd number. The second time, I decided to give the phone to my son after porting, and called customer service and this time they were able to re-activate on the same 2nd SIM that had just finished the same procedure the first SIM did. Odd, but it worked!",,16.32,4.3,Female,NO,Fri,Morning,2
B00NKR9FT2,Samsung,"Samsung Galaxy Note 4, Charcoal Black 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Note-Charcoal-Sprint/dp/B00NKR9FT2,https://m.media-amazon.com/images/I/A16V1jmYnTL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.4,https://www.amazon.com/product-reviews/B00NKR9FT2,1,$239.99 ,Neilz,1,1/27/2013,TRUE,New Phone Came With A Problem,"I dropped my Samsung 301g and cracked the screen. I ordered a new one from Amazon and after activating it and having my minutes transferred by Tracfone, the web browser would not work. 2 Days of calls to customer service resulted in still no browser. They said that the browser would not connect to the tower. The customer service lady was, as were the ones before her, very polite and extremely courteous to me. This last rep just told me, without me asking her, to wait for a new phone to be sent to me in 3-5 days. Then I will call to get my number and minutes transferred again. I had no problems with the last phone that this one replaced and expect the same for the replacement. All worked great except the lack of a browser. I don't use the browser but need it to download new ring tones.",,22.75,3.25,Female,YES,Fri,Morning,2
B00NKR9MJA,Samsung,"Samsung Galaxy Note 4, Frosted White 32GB (Sprint)",https://www.amazon.com/Samsung-Galaxy-Note-Frosted-Sprint/dp/B00NKR9MJA,https://m.media-amazon.com/images/I/A1S4AmmN0pL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00NKR9MJA,218,$219.99 ,Margo,5,12/23/2011,TRUE,Samsung T301G Prepaid Phone (Tracfone),"I LUV this Fone :)) !! Being disabled and having use of only 1 hand, the fact that this cell has the extended keyboard makes my fone easier to grab either from a table or my handbag! I've used my fone @ least 50 x's and have NOT hit the browser button once, however I did follow Angela G's code advice and it worked :) yay! I continue to purchase Samsung products for myself and others...TOP-RATED in my opinion plus great value! I've had Tracfone for years with 1 call that was promptly answered and settled as quick! I saved 60% off and as a new Amazon Prime buyer I received my fone in 2 days so an AWESOME buy for me!!!!",,40.17,4.73,Male,NO,Fri,Morning,4
B00NMWYA36,Samsung,Samsung Galaxy S5 Active G870a 16GB Unlocked GSM Extremely Durable Smartphone w/ 16MP Camera - Titanium Gray,https://www.amazon.com/Samsung-Unlocked-Extremely-Durable-Smartphone/dp/B00NMWYA36,https://m.media-amazon.com/images/I/91RRjd8xSHL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.2,https://www.amazon.com/product-reviews/B00NMWYA36,631,$157.99 ,C. Blankenship,4,4/15/2014,TRUE,Wow! A phone that doesn't double as a club!,"After toting around a smartphone for a few years I decided that I needed a backup. I purchased this as a ""just in case"" - and it's become my primary phone. I don't surf the web on my phone. I use it to make and receive telephone calls. It does this wonderfully and is so light that I forget that it's in my pocket. Did I mention that I only have to charge it twice a week?",,27.28,4,Male,NO,Fri,Morning,2
B00O15MWOM,Nokia,Nokia Lumia 530 White - No Contract (T-Mobile),https://www.amazon.com/Nokia-Lumia-530-White-Contract/dp/B00O15MWOM,https://m.media-amazon.com/images/I/81ba7gOGt5L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.1,https://www.amazon.com/product-reviews/B00O15MWOM,370,$99.95 ,Zodiac,5,6/12/2014,TRUE,Awesome Little Phone!,"This is a pretty neat cheap phone. It activates easy and came with 20 minutes free! I thought that was pretty sick. And it has double minutes for life, so whenever you add more, you get double what you paid for for free. Pretty sick! I would definitely recommend this to someone who needs a cheap little prepaid for any reason.",,12.03,1.5,Male,NO,Fri,Morning,2
B00OAW79PS,Samsung,Samsung Galaxy S4 SGH-i337 16GB Black Mist (AT&T),https://www.amazon.com/Samsung-Galaxy-SGH-i337-16GB-Black/dp/B00OAW79PS,https://m.media-amazon.com/images/I/91aHUW66c6L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.7,https://www.amazon.com/product-reviews/B00OAW79PS,27,,K. Zander,5,1/17/2014,TRUE,Samsun T301G Prepaid Phone (Tracfone),"I have had a couple of these phones for years. I had one and my husband had one. My husband's finally died after about 2 years so I wanted to replace it with one like we had. It worked right out of the box and we are happy with it. It is a no frills phone, but it does what we want it to do. I would recommend this product. The price is great, too!",,21.01,3,Male,NO,Fri,Morning,2
B00OEK6TWU,Samsung,Samsung Galaxy Note 3 N900A 32GB Unlocked GSM Octa-Core Smartphone w/ 13MP Camera - Black,https://www.amazon.com/Samsung-Galaxy-Note-Unlocked-Cellphone/dp/B00OEK6TWU,https://m.media-amazon.com/images/I/91Q7P86ef5L._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,3.6,https://www.amazon.com/product-reviews/B00OEK6TWU,416,$214.50 ,RJH,4,3/10/2014,TRUE,Works fine,"I'm not in the US much, but when I'm there it's nice to have a phone to use. This phone works fine, just don't open any messages unless you know who it's from ... every time I opened a message it took a minute off my time and the messages were just spam.",,12.46,1.5,Male,YES,Fri,Morning,2
B00OL5H1HU,Samsung,Samsung Galaxy ACE Style Black,https://www.amazon.com/Samsung-Galaxy-ACE-Style-Black/dp/B00OL5H1HU,https://m.media-amazon.com/images/I/615Bi5lTayL._AC_UY218_SEARCH213888_FMwebp_QL75_.jpg,4.1,https://www.amazon.com/product-reviews/B00OL5H1HU,2,,edjou,4,11/12/2011,TRUE,Replacement,"This was a replacement for the exact phone that was run over by a golf cart. TracFone was awesome to transfer all my minutes from my old phone to this one..(and they were not required to do so). To my surprise, I got a phone that has double minutes for life on top of it!",,11.35,2.5,Female,NO,Fri,Morning,2
